jobkey,position,jobtitle,company,location,date,description
0f3fde5a34318517,data scientist,Data Scientist/ Engineer for Digital Business (m/w/d),Volkswagen AG,Berlin,2019-12-23,"           Ihr Arbeitsumfeld 
 Volkswagen We wird als Keimzelle die Digitalisierung der Marke Volkswagen Pkw vorantreiben. Volkswagen We wird unserer Produkt- und Servicewelt völlig neue Impulse geben und unsere Kundenbeziehungen in den nächsten Jahren nachhaltig verändern.
 
 
Sie möchten dabei sein und Digitalisierungs- und Mobilitätsdienste mit guten Ideen vorantreiben und auch selbst direkt mit anpacken? Sie möchten in agilen Teams mit neuen Arbeitsmethoden an unkonventionellen Lösungen arbeiten? Sie setzen Dinge in Bewegung und Ihr Antrieb ist es, die digitale Zukunft unserer Marke zu gestalten und andere dabei mitzunehmen?
 
 
Dann sind Sie bei uns genau richtig! 
   Ihre Aufgaben 
    Definieren von analytischen Use Cases (Descriptive, Predictive &amp; Prescriptive Analytics) im Bereich Marketing und Vertrieb
 
  Steuern von Entwicklern um API Microservices zu realisieren im Rahmen von Presriptive Analytics
 
  Analysieren von vorhandenen Daten und die Verknüpfung verschiedener Datenquellen zur Entscheidungsunterstützung
 
  Arbeiten an Themen wie Machine Learning, Predictive Modeling, Customer Profiling, Pattern Recognition und Micro Targeting
 
  Erstellen von analytischen und statistischen Modellen
 
  Abstimmen mit Data Owner, System Owner, IT Sicherheit und Product/Function Owner, um Daten zu bekommen und zu prozessieren
 
  Analysieren von Kunden- und Fahrzeugdaten um einen Mehrwert für die Customer und Enterprise Core Services zu generieren    
   Ihre Qualifikationen 
    Abgeschlossenes Fach-/Hochschulstudium der Wirtschaftsinformatik, Statistik, des Wirtschaftsingenieurswesens oder eine vergleichbare Qualifikation
 
  Erfahrung im Bereich Data Science oder Data Engineering, bzw. in der Anwendung von Artificial Intelligence, Machine Learning, Data Mining, Predictive Analytics und Optimierungsverfahren
 
  Kenntnisse in BI-Software (Tableau, QlikSense, Grafana, PowerBI) und/oder Kenntnisse in Analysesoftware sowie Programmiersprache (R, Python, KNIME, SPSS, RapidMiner)
 
  Ergänzend wären Erfahrung in der Anwendung von Gradient Boosting, Support Vector Machines bzw. Neural Networks, Deep Learning oder alternativ im Formulieren und Lösen von Optimierungsproblemen mit Gurobi, CPLEX oder CBC bzw. in der Anwendung von Simulationssoftware wie AnyLogic oder Arena wünschenswert
 
  Idealerweise zusätzlich erste Kenntnisse in Big Data Infrastruktur und cloudbasierten Analyseinstrumenten wie AWS, Azure, Google Cloud, Spark, Hadoop, Kafka, AMLS oder BigQuery
 
  Verhandlungssichere Deutsch- und Englischkenntnisse 
 
 
  Hohe analytische Kompetenz
 
  Hohes Maß an Eigeninitiative
 
  Überdurchschnittliche Teamfähigkeit    
   Weitere Informationen 
     Diese Stelle ist bei der 
 Volkswagen AG 
   in 
 Berlin 
   zu besetzen. 
     Ein Einsatz ist möglich ab:  
Zeitnah   
 Referenzcode: 
 E-4579/2019 
   Ihre Fragen beantwortet 
 
Frau Janine Schellbach
   unter der Telefonnummer 
 
 +49-5361-9-79111         
 Volkswagen AG   -  
 vor 30+ Tagen   "
04c5441a10b14b08,data scientist,(Junior) Data Scientist for Spotlight by SAP,SAP,Berlin,2019-12-23,"    Requisition ID:  240113 
 Work Area:  Software-Design and Development 
 Location:  Berlin 
 Expected Travel:  0 - 10% 
 Career Status:  Professional 
 Employment Type:  Regular Full Time   
COMPANY DESCRIPTION   
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.  
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.    
  
About Spotlight   
As Germany’s most valuable company and with more than €25 billion in annual sales, SAP manages an enormous diversity of businesses. However, moving the needle inside of SAP’s dominant enterprise business requires adding more than incremental innovation – it requires the development of massively disruptive organizations and products. The SAP.iO Venture Studio is the internal incubator charged with creating these transformative growth businesses for SAP.  
Spotlight is one of SAP.iO’s latest ventures. Its focus is to help enterprises improve their business operations and processes in a data-driven way. Based on SAP’s exclusive data assets, domain knowledge and the latest technologies, we show our customers where their problems are, what to focus on and how to improve their operations and process landscape.  
We strive to build an insanely great business by building an insanely great team. We’re looking for a Senior Data Scientist to make data speak and delight our customers with relevant insights that helps them to improve their business. 
     About the role   
In this role, you’ll iterate quickly with a small but high energy team and dive deep into enterprise data, focus on finding relevant patterns &amp; root causes. Additionally, you’ll ensure that we use the most suitable methods and technologies to allow easy and efficient exploration and analysis of our data.    
 
You should be hungry, ambitious and get energized connecting with new people and helping solve their problems with technology. This is your opportunity to contribute to the growth of a new start-up, in a venture capital style incubator, with the backing of one of the most impactful brands in enterprise technology.    
 
Responsibilities include:   
Help to implement and improve data-driven products  
Homogenize existing data science pipelines and data sources  
Develop and test python-based analyses to explore enterprise data from various sources, identify robust patterns, automate extraction of relevant insights with a focus on production suitability  
Improve and advance the data science lifecycle of our products. This includes data extraction, data cleaning, data explorations, model building, model persistence, and visualizations, with a focus on development and data pipeline aspects  
Work together with product management, designers, developers, data analysts and other data scientists to ensure product success     
  
Role Requirements     
  
Required skills    
MSc in a quantitative field, e.g. Computer Science, Physics, (Industrial) Engineering, Statistics, Applied Mathematics, from a top university strongly required  
2+ years of experience in working with large and complex data sets to create and optimize data science / machine learning pipelines  
Proof of complex and independent empirical work such as quantitative academic publications, or top placements in data science challenges  
Experience with data science-heavy SaaS products and ability to write production-level, tested code in Python and R is required. Other languages, e.g. Java, JavaScript, Go, are a plus  
Good understanding of and intuition for statistical concepts, including hypothesis testing, statistical distributions, time series, Bayesian inference  
Good understanding of data structures  
Effective communication skills, with a focus on expressing complex concepts in a simple way to a broad audience.  
Experience with common analytics and data science frameworks: NumPy, scikit-learn, keras, TensorFlow, data.table, caret, Rpart, e1071…  
Willingness to catch up on newest development tools and cloud tools when necessary  
Fluency in English and German is a must     
  
Preferred skills    
Solid understanding of relational, NoSQL, and in-memory databases such as SAP HANA, Postgres, MongoDB  
Experience with high-dimensional and high-cardinality data  
Experience with network analysis, cyclic graphs, anomaly detection, dimension reduction. Deep learning experience is a plus  
Experience in agile software development, and code review-based development cycles  
Experience in mathematical optimization, supervised and unsupervised learning methods  
Experience in early validation initiatives and / or SaaS startup experience    
   WHAT YOU GET FROM US
   Success is what you make it. At SAP, we help you make it your own.  
A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now .    
SAP'S DIVERSITY COMMITMENT  
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.  
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).  
Successful candidates might be required to undergo a background verification with an external vendor.   
Additional Locations:    
 SAP   -  
 vor 3 Tagen   "
d424cad6a3707372,data scientist,Data Scientist (Renewable Energy) - Berlin,resonanz energy,Berlin,2019-12-23,"   Do you want to help empower renewable energy by building world-class software?     Do you want to apply your   machine learning and data science   skills to improve the way we produce and consume electricity?    Do you want to help build a startup from the ground up?    If you can answer these questions with yes, you should apply...    Who we are:    resonanz is a Berlin-based renewable energy startup. Our purpose is to build an AI-driven software platform to enable and economically incentivize producers and consumers of electricity to go 100% renewable. We aim to create a new digital energy ecosystem and need your help.  Your role will be to develop self-learning applications that derive valuable insights from aggregated wind/solar farm and consumer load profile data. We want to get the most out of the vast amounts of decentralized data available and create an automated value chain which cuts out superfluous manual processes.   What you’ll be doing:     Analyze large amounts of renewable energy plant and load output data and derive insights to increase production and consumption efficiencies  Assess historic and real-time electricity data and forecast weather and market implications in order to match the production of renewable energy plants with expected offtaker consumption profiles  Develop machine learning models to underpin electricity production, consumption and storage optimization strategies    What you need to bring:     Bachelor's degree in Computer Science, Mathematics, Physics, or a related technical field. Master’s degree or higher is preferred  A detailed understanding of Python, Pandas, Keras/Tensorflow and other data science frameworks  Applied experience with developing machine learning applications  Reinforcement learning and risk estimation skills are a bonus    What you can expect from us:     Flexible working hours and loads to learn  A friendly team of experienced software developers and entrepreneurs  A desire to always exceed our customers’ expectations  A common passion to help make electricity 100% renewable  A deep conviction that we can use software to contribute to our planet’s fight against climate change   Job Types: Full-time, Permanent  
 vor 17 Tagen  "
b84cb2c358f5d923,data scientist,Data Scientist (full-time),flowkey,Berlin,2019-12-23,"    Data Scientist (full-time)  
 Enable data-driven decision based on millions of users 
 
  Who we are  
 
 Millions of people dream of playing a musical instrument. At flowkey we develop outstanding products that enable anyone to achieve this dream. Our first product is a revolutionary app to learn piano, which was launched in 2015 and quickly became a global success with millions of users. 
 
  Your role  
 
 As Data Scientist you will have end-to-end ownership over all internal processes that enable data-driven decisions. You will make use of your technical expertise and deep analytical skills to evaluate and make sense of millions of data points gathered daily across three platforms. Your entrepreneurial mindset will allow you to help drive business decisions based on your findings. 
 Your work day to day will involve managing and improving our data warehouse, driving the decisions of various teams throughout the company. You will dive deep into our user-generated data in order to derive sophisticated models, produce reports with visual analyses, and verify hypotheses via A/B tests. Your technical background gives you the freedom to implement or adapt parts of the data pipeline yourself to fit ever-evolving business needs. 
  Your skills  
  Extensive experience with an industry-standard data science stack (Python or R)  
Strong SQL skills (Postgres/Redshift)  
Advanced statistics knowledge, particularly regarding A/B test design &amp; evaluation  
Knowledge of a common BI Tool (e.g. Superset, Tableau, Looker)
  Technical development skills in Python or JavaScript  
  Nice to have  
  MongoDB skills  
Experience with a task scheduler (e.g. Apache Airflow)  
Experience in Data Warehouse Modelling  
AWS / DevOps experience  
Experience with Machine Learning    
Some of our perks  
    Attractive compensation package  
Flexible working times and possibility for home office / remote  
A motivated and caring team with regular getaways and informal events  
Budgets for professional &amp; personal development  
Large office space with quiet rooms for personal space  
    How to apply  
 Interested? Please apply with an individual cover letter &amp; resume and let us know why you would be a great fit for this position. 
 We're looking forward to meeting you!   
 flowkey   -  
 vor 18 Tagen   "
fa987b534799cf32,data scientist,Data Scientist (m/w/d) (Berlin),caresyntax,Berlin,2019-12-23,"     Über uns
   Unsere Technologien haben die Leistung in mehr als 6000 Operationssälen in über 1600 Krankenhäusern weltweit auf ein völlig neues Niveau gehoben und unterstützen OP-Teams der neuen Generation in über 10 Millionen Eingriffen pro Jahr. 
Mit unseren Hauptstandorten in  Berlin  und  Boston  arbeiten bei uns weltweit über 100 Mitarbeiter über 20 verschiedener Nationalitäten. Nachdem wir in unserer letzten Finanzierungsrunde über 10 Millionen Euro erreicht haben, suchen wir jetzt weitere, hochmotivierte Mitarbeiter, die mit uns gemeinsam das Unternehmen voran bringen möchten.
        Was Du bewegen kannst  
   We are currently building up our Machine Learning team in R&amp;D Department and you can contribute to the vision of our team and support to establish and maintain data-driven approach in surgical performance.   
Provide expertise in field of machine vision and classification of objects in videos  
Experiment with provided medical datasets and label data  
Find correlation and anomalies in structured datasets  
Work closely with Product Management for defining hypotheses  
Discuss with partners and data providers to visualize and communicate your findings and how they can contribute to our products  
Support to build up machine learning expertise within the company and build up technology stack for machine learning  
      Was du mitbringst  
    Solid background and proven track record in Data Science (either in academia or industry), preferably with a focus on machine vision  
Good software development skills (Python, R or Java) and know how to bring machine learning prototypes to production  
High familiarity with TensorFlow or similar frameworks is a must; good knowledge of Google Cloud ML is a great advantage  
Knowledge or experience in medical domain would be a bonus point  
Business fluent in English; German would be a plus  
      Was Du erwarten kannst  
    Warm-hearted, flexible, and solution-oriented culture with open feedback culture  
Flexible working times, including part-time models, tandem positions, trust-based working times (where applicable)  
Room to introduce and implement creative ideas and develop your talents with technical training and individualised continued education (e.g. languages DE/EN, leadership)  
Professional and intellectual knowledge exchange with highly-talented and ambitious colleagues from all over the world  
Work visa sponsorship and relocation assistance (where applicable)  
      Kontakt  
  Could this be you? Would you like to work in a highly innovative and visionary environment, where technologies are developed that help to improve and save lives? Worldwide. 
Then please get in touch with us to discuss your career opportunities at caresyntax. 
Our HR team takes your application and answers your questions under careers@caresyntax.com. 
Would you like to know more about caresyntax? Find us on Xing, LinkedIn, Facebook, our company website, and join our digital health community!    
 caresyntax   -  
 vor 12 Tagen   "
5f1d96b5af93138c,data scientist,Intern (f/m/d): Data Scientist for Digital Learning Content Creation,SAP,Berlin,2019-12-23,"    Requisition ID:  237073 
 Work Area:  Education and Training 
 Location:  Berlin 
 Expected Travel:  0 - 10% 
 Career Status:  Student 
 Employment Type:  Limited Full Time   
COMPANY DESCRIPTION   
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.  
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives.   
PURPOSE AND OBJECTIVES  
The Digital Customer Experience team is responsible for driving awareness and adoption for an SAP product, enabling users to be successful in the product through digital content.  
The Intern – Data Scientist for Digital Learning Content Creation will work closely with digital learning specialists, product experts, customer success managers and product managers to support the creation of digital learning tutorials. 
 EXPECTATIONS AND TASKS  
In this role, you will be able to experience a dynamic creative environment of content creation for digital learning, working closely with experienced professionals in an international team. The ideal candidate is someone who is eager to learn, resourceful in getting things to work and productive working independently or collaboratively.  
Among the tasks you can expect:   
Evaluate existing learning materials about data science topics to determine what needs to be updated  
Draft text and scripts for learning materials on data science-related topics  
Update existing documentation about learning materials as it is updated  
Analyze reports with comments from community and webinar questions to identify trends  
Ideal 20 hours per week    
EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES   
You are a currently enrolled student (f/m/d) at a university or a university of applied sciences:   
Studying preferably in the fields: data science, business intelligence or BWL  
Having the following computer skills: data modeling, data analytics, SQL is a plus  
Speaking English fluently, German is a plus  
Besides that, you are a team player, creative, interested in big data, data science and analytics.   
Then YOU are the right candidate for this position. We are looking forward to your application and getting to know you. 
 Your set of application documents should contain a cover letter, a resume in table form, school leaving certificates, certificate of enrollment, current university transcript of records, copies of any academic degrees already earned, and if available, references from former employers (including internships). Please describe as well your experience and skills in foreign languages and computer programs / programming languages.   
#Internship #Praktikum #Germany #Deutschland #Student   
WHAT YOU GET FROM US
   Success is what you make it. At SAP, we help you make it your own.  
A career at SAP can open many doors for you. If you’re searching for a company that’s dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment – apply now .    
SAP'S DIVERSITY COMMITMENT  
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.  
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).  
Successful candidates might be required to undergo a background verification with an external vendor.   
 SAP   -  
 vor 6 Tagen   "
013762b8b8f9e42b,data scientist,Data Scientist - University Students,PriceMetrix,Berlin,2019-12-23,"     QUALIFICATIONS 
   University student in their final year in a STEM related field (Ops Research, Statistics, Applied Math, Engineering, Business Analytics) with expected graduation date of December 2019 or Summer 2020  
Or, currently completing your first year in a non-business, 2-year masters program and have less than 2 years of work experience  
Deep understanding of statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques, and recommendation and optimization algorithms  
Experience in one or more programming languages (R, Python, C++, etc.)  
Ability to easily understand the complex algorithm and logic to process data  
Experience working with a large volume of data with ability to solve performance issues  
Practitioner of statistical data quality procedures or test driven approach for quality assurance  
Basic business intuition and clear expertise in analyses with the ability to describe analytic processes, including when and why specific approaches are favored  
Excellent communication and presentation skills with an ability to visualize and report insights creatively in variety of formats to various stakeholders  
Ability to deliver in deadline-driven environment  
Team player with a passion for coaching colleagues and clients  
Willingness to travel up to 80%  
      WHO YOU'LL WORK WITH 
 You will work with an Advanced Analytics team in one of our global offices.    
Blending strategic thinking with hands-on practicality, our teams of consultants and experts work to develop and implement complex analytics strategies that solve our clients' most critical problems. 
Our teams are made up of analysts, mathematicians, data scientists, designers, software engineers, product managers, client development managers and general managers with a base of expertise in a function or industry. Data Scientists are staffed on engagements or product teams and are expected to leverage expertise to solve some of the most pressing and complex issues at clients.  
Please review the team options and locations below to clarify your preferences when you submit your application.  
McKinsey Analytics- (Dusseldorf, Madrid, Warsaw)  
You will apply an analytical, entrepreneurial mindset to foster innovation driven by analytics, design thinking, mobile and social by developing new products/services and integrating them into our client work  
QuantumBlack-(London)  
You will use math, stats and machine learning to derive key insights across various industry sectors including Formula 1, pharma, automotive and high-tech  
     WHAT YOU'LL DO 
 You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets.  
In this role you will conduct hands-on rigorous quantitative analysis, including getting the data, cleaning it (when necessary / relevant), and exploring it for accuracy. You'll deploy statistical modeling and optimization techniques most suited for the business problem (using R, Python, SQL, and/or other relevant tools). With support, you'll advise client teams on analytic methodologies and approaches to address their specific needs, including discussing data collection, architecture, associated costs and trade-offs, and recommendations.  
You'll interpret outputs of statistical models and results to translate input from quantitative analyses into specific and actionable business recommendations and implications. This includes providing detailed documentation of modeling techniques, methodologies, assumptions made and process steps.  
You'll manage delivery of analytical solutions to client via written and verbal presentations, including capability building as appropriate. You may advance McKinsey’s overall knowledge base by providing analytical rigor and problem solving to our proprietary knowledge investments.  
You'll begin to own an analytics work stream, manage respective tasks and client project team members/experts, while building client relationships. You'll support analytics recruiting efforts (e.g., attends recruiting events, participates in WebExes, etc.)
          Functions 
   Technology           
 PriceMetrix   -  
 vor 3 Tagen  "
56f3e0667dcf41a9,data scientist,Data Scientist Praktikant/in,Virtenio GmbH,Berlin,2019-12-23,"      Data Scientist Praktikant/in
  
 Teilzeit 20h/Woche, min. 3 Monate, Ort: Berlin
    Das sind Deine Aufgaben
    Deine Aufgabe ist es, top-aktuelle Themenstellungen für IoT und Big Data Analytics vor dem
  Hintergrund praxisnaher und disruptiver Anwendungen zu bearbeiten
   Du analysierst Daten und Zusammenhänge für verschiedene Use Cases
   Dazu implementierst Du Software im Backend und Frontend unserer Cloud-Plattform
   Die Umsetzung von Mockups und Minimum Viable Products (MVP) steht dabei im Vordergrund
   Rapid-Prototyping und die Lean-Start-Up-Methode sind für Dich Deine täglichen Begleiter
   Demos der ShowCases und Mockups vor dem Team und vor Kunden runden Deine Aufgaben ab
   Bewirb Dich!
   Werde Teil unseres erfolgshungrigen Teams. Wir freuen uns auf Deine
  aussagekräftige Bewerbung, in der Du auch darstellst, warum Du unbedingt zu
  VIRTENIO möchtest! Die Bewerbung soll Deine Persönlichkeit darstellen und
  einen Einblick über die bisherigen Erfahrungen eröffnen. Dabei soll der Fokus auf
  die Aufgaben und die erwarteten Qualifikationen liegen. Bitte sende uns Deinen
  Lebenslauf, Deine Zeugnisse, Deine Gehaltsvorstellungen und ein Anschreiben!
   Bitte sende uns Deine vollständigen Bewerbungsunterlagen
    per Mail an career@virtenio.de oder postalisch an:
    Stellenanzeige
  
 kompakt:
   Ort:
 
Berlin, Charlottenburg
  Stellentyp:
 
Teilzeit, zunächst befristet
  Dauer:
 
min. 3 Monate
  Beginn:
 
sofort
  Aufgabengebiet:
 
Big Data Analytics, Cloud- 
Plattform, Erstellung von
 
MVPs &amp; Mockups
  Notwendige Qualifikation:
 
Erfahrungen mit Data Mining,
 
unternehmerisches Denken,
 
Data Science, Machine Learn.
  Bildungsabschluss:
 
Begonnenes Mathe-, Informa- 
tik oder Ingenieurstudium
  Computerkenntnisse:
 
Erfahrungen im Umgang mit R,
 
Python, TensorFlow, SQL,
 
NoSQL o. Ä.
  Sprachenkenntnisse:
 
Deutsch &amp; Englisch (sehr gut)
   Das sind Deine Qualifikationen
    Kenntnisse in Einrichtung &amp; Anwendung von Cloud-Plattformen für Big Data + Analytics
   Erfahrungen im Umgang mit R, Python, TensorFlow, SQL, NoSQL o. Ä.
   Erfahrung in der Verarbeitung großer Datenbestände für Data Mining
   hohes Maß an unternehmerischem Denken sowie Eigeninitiative
   Programmierkenntnisse in Java; sowie JavaScript, HTML5, CSS (optional)
   Sehr gute Deutsch- und Englischkenntnisse
   Fortgeschrittenes oder abgeschlossenes Studium der Mathematik,
  der (Wirtschafts-) Informatik, oder einer Ingenieurswissenschaft
   Berufserfahrung im Bereich Data Science, Advanced Data
  Analytics oder Machine Learning
   Für unser wachsendes &amp; ambitioniertes Team suchen wir ab sofort eine/n
    Praktikanten/in mit hoher Einsatzbereitschaft, die/der datengetriebene Er-  
  
kenntnisse mit Business Impact als Data Scientist liefert!
   VIRTENIO GmbH | Bismarckstraße 10-12 | 10625 Berlin
  Tel. +49 30 57708852-0 | Fax +49 30 57708852-9 | www.virtenio.de
  Download Stellenanzeige:
   Über VIRTENIO
   Unsere Produkte helfen, daß
  Logistikprozesse transparen- 
 
ter, Produktionsabläufe flexib- 
 
ler und Wartungsprozesse
  effizienter werden! Dazu brin- 
 
gen wir Sensordaten von je- 
 
dem Ort der Welt drahtlos und
  sicher in die Cloud und ma- 
 
chen so relevante Informatio- 
 
nen 24h Stunden am Tag, 7
  Tage die Woche von jedem
  Smartphone, Tablet oder PC
  weltweit per Browser, App
  oder Email-Alarm verfügbar!
  Unseren Kunden bieten wir
  den einfach zu nutzenden
  Komplettlösungs-Baukasten,
  der aus Sensor-Cubes, Gate- 
 
ways und einer Cloud- 
 
Plattform besteht.
   Das ist unser Angebot
    Wir bieten Dir die Chance, sehr schnell Verantwortung in einem aufstrebenden Start-Up zu
  übernehmen und Deine Arbeiten direkt in unsere Cloud-Produkte zu integrieren
   Du startest sofort mit abwechslungsreichen Aufgaben und profitierst von unserer flachen Hierarchie
   Dabei kannst Du Deine eigenen Ideen einbringen und schnell Erfolge erreichen
   Zudem lernst Du unsere unkomplizierte Unternehmenskultur kennen, die geprägt von Spaß und
  Leistungsorientierung ist.
   Wir bieten Dir regelmäßige Teamevents, ein Teamfrühstück, einen Obstkorb sowie kalte und warme
  Getränke
   Dein Arbeitsplatz liegt in attraktiver und dynamischer Lage in Berlin-Charlottenburg     
 Virtenio GmbH   -  
 vor 14 Monaten   "
ccb515bc727d79d6,data scientist,Data Scientist (m/f/div),PubNative GmbH,Berlin,2019-12-23,"    The company   
   
We are PubNative, a mobile monetization platform that enables app publishers to enhance their revenue strategy through flexible ad units. With our proprietary cross-format optimization technology and mobile header bidding solution, we enable mobile publishers to maximize their programmatic advertising revenue. Our headquarters are in Berlin with a satellite office in Beijing.    
 
We are looking for a  Data Scientist (m/f/div)  to join our team in Berlin.    
  
The stack   
   
To keep up with our heavy traffic of around 25B auctions per day, we need to leverage state of the art technologies including: 
  
an ad server written in Go,  
iOS and Android SDKs,  
Spark data pipelines (batch and streaming) running on a Kubernetes cluster,  
Apache Airflow,  
Tensorflow.     
  
Your responsibilities      
As a data scientist, your primary responsibility is to apply scientific reasoning to make our products better. 
 
That entails: 
   
identifying how we can solve business problems with exploratory data analyses,    
modeling the systems involved, generally using statistics or machine learning,    
taking those models out of dry-docks of Jupyter and into production with the assistance of the data engineering team,    
continuously monitoring the performances of the models with A/B tests.    
  
Requirements  
   
 
High traffic and low latency constrain our systems. That’s why we are looking for a background in specific technologies, and someone with the following profile: 
   
A degree in informatics, statistics, computer science or any other relevant study field,    
3+ years of relevant work experience as a Data Scientist building products,    
experience in the ad-tech industry,    
fluent in Python and SQL,    
experience with classic exploratory data analyses techniques,    
familiar with classic deployment tools, e.g., Git, Bash, continuous integration/development,    
experience building data pipelines with Spark,    
experience with machine learning paradigms, e.g., the different models involved, feature selection, preprocessing, cross-validation,    
familiarity with at least one common framework like scikit-learn, Tensorflow, SparkML.   
 
Nice to have: 
   
experience with Scala or another strongly typed language,    
acquaintance with functional programming,    
open-source contributions.   
  
Note:  We do not ask for flawless skills in all the points above if you have some prior knowledge and an evident hunger to learn more.    
  
Why join us?   
    
The whole company is incredibly cosmopolite, so there is plenty to learn from each other.  
You get to use state of the art technologies because there are no alternatives.  
You have the freedom to work with the tools you want and design your working environment as long as it’s relevant.  
You get to solve exciting puzzles and own the solution from end to end.     
  
What do we offer?   
     
Reimbursement of the public transport monthly cards (company BVG abo),    
reimbursement of your private telephone bill (20€ after-tax),    
a day off on your birthday,    
opportunity to attend industry events &amp; conferences,    
team events.     
 PubNative GmbH   -  
 vor 30+ Tagen   "
aeacb8d60fcbab10,data scientist,Data Scientist (f/m/x),Ströer SE & Co. KGaA,Berlin,2019-12-23,"      Ströer SSP GmbH uses patent pending algorithms for highly efficient real-time advertising. We are 100% science- and technology-focused and process and analyze massive amounts of data. We are working at the cutting edge of big data, machine learning and real-time technologies and we are operating large-scale deployments of real-time web services.  
  
 
And finally, we are based in Berlin, Berlin, Berlin, Berlin, Berlin, Berlin, Berlin!  
  
 
We are looking for a Data Scientist (f/m/x)  
       You will...    
   be a part of our experienced and inspired data science team. 
 work with actual  big data  as our platform handles  hundreds of thousands of requests per second  and generates new data for each request. 
 drive your models from design through implementation into operations. 
 take responsibility for the  stability and scalability  of our data science stack. 
 interact with our international technology partners in Czechia and New Zealand. 
  
      You have...    
   either already made  first experiences working  or are a  tech-enthusiastic graduate . 
 deep knowledge of theoretical and applied  statistics  and  machine learning . 
 proficiency in  Python  and relevant Data Science modules (pandas, scikit-learn, etc.) as well as interest in or ideally experience with  Spark . 
 experience with  SQL  and/or  hadoop  based systems. 
 an interest in working in a dynamic and mixed-technology service landscape, using technologies such as  Java ,  Scala  and  JavaScript , among others. 
 ideally already participated in building  highly   scalable  and  distributed  machine learning systems. 
 ideally experience with development tooling such as the  terminal ,  git, puppet, jenkins  and  docker . 
 a desire to quickly  learn new technologies  and work on existing Code. 
  
      We offer...    
   a small, young and highly passionate team of extraordinary co-workers. 
 an open, embracing and inclusive culture. 
 an agile, focused, yet relaxed atmosphere with flexible working Hours. 
 a high Level of freedom and responsibility. 
 a competitive salary.. 
 a nice and spacious office right at Rosa-Luxemburg-Platz. 
 many goodies: a well stocked kitchen, conference budget, German classes and regular team events with catered lunch... 
  
   Send an informal application including a CV to: data-science-jobs@mbr.targeting.de  
  Bewirb Dich jetzt hier! 
  Bewirb Dich jetzt hier! 
 JUMP IN   
 Ströer SE &amp; Co. KGaA   -  
 vor 7 Tagen   "
